Journal Title,Imprint,Print ISSN,Electronic ISSN,Journal URL,Publishing Model,License Options,Subject Areas
The Journal of Vascular Access,SAGE,1129-7298,1724-6032,https://journals.sagepub.com/loi/JVA,Hybrid,CC BY,Clinical Medicine
The Linacre Quarterly,SAGE,0024-3639,2050-8549,https://journals.sagepub.com/loi/LQR,Hybrid,CC BY,"Religion, Theology and Biblical Studies"
The Medieval History Journal,SAGE,0971-9458,0973-0753,https://journals.sagepub.com/loi/MHJ,Hybrid,CC BY,History
The Neurohospitalist,SAGE,1941-8744,1941-8752,https://journals.sagepub.com/loi/NHO,Hybrid,CC BY,Neurology
The Neuroradiology Journal,SAGE,1971-4009,2385-1996,https://journals.sagepub.com/loi/NEU,Hybrid,CC BY,Clinical Medicine
The Neuroscientist,SAGE,1073-8584,1089-4098,https://journals.sagepub.com/loi/NRO,Hybrid,CC BY,Neurology
The Oriental Anthropologist,SAGE,0972-558X,0976-3430,https://journals.sagepub.com/loi/OAN,Hybrid,CC BY,Anthropology & Archaeology
The Police Journal,SAGE,0032-258X,1740-5599,https://journals.sagepub.com/loi/PJX,Hybrid,CC BY,Criminology & Criminal Justice
The Prison Journal,SAGE,0032-8855,1552-7522,https://journals.sagepub.com/loi/TPJ,Hybrid,CCBY,Criminology & Criminal Justice
The Review of Black Political Economy,SAGE,0034-6446,1936-4814,https://journals.sagepub.com/loi/RBP,Hybrid,CC BY,Political Science & International Relations
The Science of Diabetes Self-Management and Care,SAGE,2635-0106,2635-0114,https://journals.sagepub.com/loi/TDE,Hybrid,CC BY,Clinical Medicine
The Sociological Review,SAGE,0038-0261,1467-954X,https://journals.sagepub.com/loi/SOR,Hybrid,CC BY,Sociology
The Stata Journal,SAGE,1536-867X,1536-8734,https://journals.sagepub.com/loi/STJ,Hybrid,CC BY,Research Methods & Evaluation
Theological Studies,SAGE,0040-5639,2169-1304,https://journals.sagepub.com/loi/TSJ,Hybrid,CC BY,"Religion, Theology and Biblical Studies"
Theology,SAGE,0040-571X,2044-2696,https://journals.sagepub.com/loi/TJX,Hybrid,CC BY,"Religion, Theology and Biblical Studies"
Theology Today,SAGE,0040-5736,2044-2556,https://journals.sagepub.com/loi/TTJ,Hybrid,CC BY,"Religion, Theology and Biblical Studies"
Theoretical Criminology,SAGE,1362-4806,1461-7439,https://journals.sagepub.com/loi/TCR,Hybrid,CC BY,Criminology & Criminal Justice
Theory & Psychology,SAGE,0959-3543,1461-7447,https://journals.sagepub.com/loi/TAP,Hybrid,CC BY,"Psychology, Psychiatry & Counseling"
Theory and Research in Education,SAGE,1477-8785,1741-3192,https://journals.sagepub.com/loi/TRE,Hybrid,CC BY,Arts & Humanities
"Theory, Culture & Society",SAGE,0263-2764,1460-3616,https://journals.sagepub.com/loi/TCS,Hybrid,CC BY,Anthropology & Archaeology
Thesis Eleven,SAGE,0725-5136,1461-7455,https://journals.sagepub.com/loi/THE,Hybrid,CC BY,Sociology
Time & Society,SAGE,0961-463X,1461-7463,https://journals.sagepub.com/loi/TAS,Hybrid,CC BY,Anthropology & Archaeology
Topics in Early Childhood Special Education,SAGE,0271-1214,1538-4845,https://journals.sagepub.com/loi/TEC,Hybrid,CC BY,Education
Tourism and Hospitality Research,SAGE,1467-3584,1742-9692,https://journals.sagepub.com/loi/THR,Hybrid,CC BY,Marketing & Hospitality
Tourism Economics,SAGE,1354-8166,2044-0375,https://journals.sagepub.com/loi/TEU,Hybrid,CC BY,Vocational & Professional Studies
Tourist Studies,SAGE,1468-7976,1741-3206,https://journals.sagepub.com/loi/TOU,Hybrid,CC BY,Vocational & Professional Studies
Toxicologic Pathology,SAGE,0192-6233,1533-1601,https://journals.sagepub.com/loi/TPX,Hybrid,CC BY,Pharmacology & Toxicology
Toxicology and Industrial Health,SAGE,0748-2337,1477-0393,https://journals.sagepub.com/loi/TIH,Hybrid,CC BY,Pharmacology & Toxicology
"Transactions in Earth, Environment, and Sustainability",SAGE,2754-124X,2754-124X,https://journals.sagepub.com/loi/TEE,Hybrid,CC BY,
Transactions in Energy and Sustainability,SAGE,2976-8632,2976-8632,https://journals.sagepub.com/loi/TSS,Hybrid,CC BY,
Transactions in Planning and Urban Research,SAGE,2754-1223,2754-1223,https://journals.sagepub.com/loi/TUP,Hybrid,CC BY,
"Transactions in Urban Data, Science, and Technology",SAGE,2754-1231,2754-1231,https://journals.sagepub.com/loi/TUS,Hybrid,CC BY,
Transactions of the Institute of Measurement and Control,SAGE,0142-3312,1477-0369,https://journals.sagepub.com/loi/TIM,Hybrid,CC BY,Materials Science & Engineering
Transcultural Psychiatry,SAGE,1363-4615,1461-7471,https://journals.sagepub.com/loi/TPS,Hybrid,CC BY,"Psychology, Psychiatry & Counseling"
Transfer: European Review of Labour and Research,SAGE,1024-2589,1996-7284,https://journals.sagepub.com/loi/TRS,Hybrid,CC BY,Business & Management
Transformation,SAGE,0265-3788,1759-8931,https://journals.sagepub.com/loi/TRN,Hybrid,CC BY,"Religion, Theology and Biblical Studies"
Translational Data Science for Social Impact,SAGE,2755-6662,2755-5666,https://journals.sagepub.com/loi/TDS,Hybrid,CC BY,Social Work & Social Policy
Translational Science of Rare Diseases,SAGE,2214-6490,2214-6512,https://journals.sagepub.com/loi/TSR,Hybrid,CC BY,Clinical Medicine
Transportation Research Record,SAGE,0361-1981,2169-4052,https://journals.sagepub.com/loi/TRR,Hybrid,CC BY,Economics & Development Studies
Trauma,SAGE,1460-4086,1477-0350,https://journals.sagepub.com/loi/TRA,Hybrid,CC BY,Clinical Medicine
"Trauma, Violence, & Abuse",SAGE,1524-8380,1552-8324,https://journals.sagepub.com/loi/TVA,Hybrid,CC BY,Criminology & Criminal Justice
"Tribology - Materials, Surfaces & Interfaces",SAGE,1751-5831,1751-584X,https://journals.sagepub.com/loi/TRB,Hybrid,CC BY,
Tropical Conservation Science,SAGE,1940-0829,1940-0829,https://journals.sagepub.com/loi/TRC,Hybrid,CC BY,Science & Society Studies
Tropical Doctor,SAGE,0049-4755,1758-1133,https://journals.sagepub.com/loi/TDO,Hybrid,CC BY,
Tumori Journal,SAGE,0300-8916,2038-2529,https://journals.sagepub.com/loi/TMJ,Hybrid,CC BY,Clinical Medicine
Ultrasonic Imaging,SAGE,0161-7346,1096-0910,https://journals.sagepub.com/loi/UIX,Hybrid,CC BY,Other Health Specialties
Ultrasound,SAGE,1742-271X,1743-1344,https://journals.sagepub.com/loi/ULT,Hybrid,CC BY,
Update: Applications of Research in Music Education,SAGE,8755-1233,1945-0109,https://journals.sagepub.com/loi/UPD,Hybrid,CC BY,Education
Urban Affairs Review,SAGE,1078-0874,1552-8332,https://journals.sagepub.com/loi/UAR,Hybrid,CC BY,"Geography, Earth & Environmental Science"
Urban Education,SAGE,0042-0859,1552-8340,https://journals.sagepub.com/loi/UEX,Hybrid,CC BY,Education
Urban Political Ecology,SAGE,3049-7515,3049-7515,https://journals.sagepub.com/loi/UPE,Hybrid,CC BY,"Geography, Earth & Environmental Science"
Urban Studies,SAGE,0042-0980,1360-063X,https://journals.sagepub.com/loi/USJ,Hybrid,CC BY,Economics & Development Studies
Urbanisation,SAGE,2455-7471,2456-3714,https://journals.sagepub.com/loi/URB,Hybrid,CC BY,"Geography, Earth & Environmental Science"
Urologia Journal,SAGE,0391-5603,1724-6075,https://journals.sagepub.com/loi/URJ,Hybrid,CC BY,Clinical Medicine
Vascular,SAGE,1708-5381,1708-539X,https://journals.sagepub.com/loi/VAS,Hybrid,CC BY,
Vascular and Endovascular Surgery,SAGE,1538-5744,1938-9116,https://journals.sagepub.com/loi/VES,Hybrid,CC BY,Cardiology & Cardiovascular Medicine
Vascular Medicine,SAGE,1358-863X,1477-0377,https://journals.sagepub.com/loi/VMJ,Hybrid,CC BY,Cardiology & Cardiovascular Medicine
Veterinary Pathology,SAGE,0300-9858,1544-2217,https://journals.sagepub.com/loi/VET,Hybrid,CC BY,Pharmacology & Toxicology
Violence Against Women,SAGE,1077-8012,1552-8448,https://journals.sagepub.com/loi/VAW,Hybrid,CC BY,Criminology & Criminal Justice
Violence: An International Journal,SAGE,2633-0024,2633-0032,https://journals.sagepub.com/loi/VIO,Hybrid,CC BY,
Vision,SAGE,0972-2629,2249-5304,https://journals.sagepub.com/loi/VIS,Hybrid,CC BY,Business & Management
Visual Communication,SAGE,1470-3572,1741-3214,https://journals.sagepub.com/loi/VCJ,Hybrid,CCBY,Anthropology & Archaeology
War in History,SAGE,0968-3445,1477-0385,https://journals.sagepub.com/loi/WIH,Hybrid,CC BY,History
Waste Management & Research,SAGE,0734-242X,1096-3669,https://journals.sagepub.com/loi/WMR,Hybrid,CC BY,Materials Science & Engineering
Web Intelligence,SAGE,2405-6456,2405-6464,https://journals.sagepub.com/loi/WEB,Hybrid,CC BY,"Maths, Physics, Chemistry & Computing"
Western Journal of Nursing Research,SAGE,0193-9459,1552-8456,https://journals.sagepub.com/loi/WJN,Hybrid,CC BY,Nursing
Wilderness & Environmental Medicine,SAGE,1080-6032,1545-1534,https://journals.sagepub.com/loi/WEM,Hybrid,CC BY,
Wind Engineering,SAGE,0309-524X,2048-402X,https://journals.sagepub.com/loi/WIE,Hybrid,CC BY,Materials Science & Engineering
Word of Mouth,SAGE,1048-3950,2154-3941,https://journals.sagepub.com/loi/WOM,Hybrid,CC BY,Education
WORK,SAGE,1051-9815,1875-9270,https://journals.sagepub.com/loi/WOR,Hybrid,CC BY,Vocational & Professional Studies
Work and Occupations,SAGE,0730-8884,1552-8464,https://journals.sagepub.com/loi/WOX,Hybrid,CC BY,Sociology
"Work, Employment and Society",SAGE,0950-0170,1469-8722,https://journals.sagepub.com/loi/WES,Hybrid,CC BY,Sociology
Workplace Health & Safety,SAGE,2165-0799,2165-0969,https://journals.sagepub.com/loi/WHS,Hybrid,CC BY,Public Health
World Futures Review,SAGE,1946-7567,2169-2793,https://journals.sagepub.com/loi/WFR,Hybrid,CC BY,Sociology
World Journal for Pediatric and Congenital Heart Surgery,SAGE,2150-1351,2150-136X,https://journals.sagepub.com/loi/PCH,Hybrid,CC BY,Cardiology & Cardiovascular Medicine
Written Communication,SAGE,0741-0883,1552-8472,https://journals.sagepub.com/loi/WCX,Hybrid,CC BY,Communication & Media Studies
YOUNG,SAGE,1103-3088,1741-3222,https://journals.sagepub.com/loi/YOU,Hybrid,CC BY,Sociology
Young Exceptional Children,SAGE,1096-2506,2154-400X,https://journals.sagepub.com/loi/YEC,Hybrid,CC BY,Education
Youth & Society,SAGE,0044-118X,1552-8499,https://journals.sagepub.com/loi/YAS,Hybrid,CC BY,Sociology
Youth Justice,SAGE,1473-2254,1747-6283,https://journals.sagepub.com/loi/YJJ,Hybrid,CC BY,Criminology & Criminal Justice
Youth Violence and Juvenile Justice,SAGE,1541-2040,1556-9330,https://journals.sagepub.com/loi/YVJ,Hybrid,CC BY,Criminology & Criminal Justice
